sku;keyword;sessions;users;impressions;clicks;detail;add_from_impressions;add_from_detail;avail_01;avail_02
113907;шлифовальная;164;154;206;0;0;0;0;;
79198;труба полипропилен;617;448;922;1;1;0;0;;
236520;смеситель для кухни;380;338;580;1;1;0;0;;
56597;черепица;891;660;1418;19;21;4;1;;
103778;лента кнауф;197;158;279;2;1;0;0;;
21072;кирпич;3333;2227;5868;10;14;5;6;;
7664;грунтовка акриловая;181;159;333;0;0;0;0;;
112503;плитка напольная;703;609;951;0;0;0;0;;
5578;профиль металлический;149;125;198;0;0;0;0;;
415316;желоб;241;202;338;0;0;6;0;;
101513;лист;535;487;665;5;5;3;6;;
2346;антисептик;187;154;268;0;0;0;0;;
113953;сверло;1051;899;1559;3;3;3;0;;
15395;краски;176;138;240;1;1;0;0;;
99624;линолеум коммерческий;399;282;814;0;0;0;0;;
5865;двп;1968;1375;2943;0;0;0;0;;
448965;шуруповерт;2029;1436;3462;16;18;0;0;;
151587;растворитель;867;716;1158;0;0;0;0;;
233261;саморез по металлу;363;302;496;0;0;0;0;;
468465;ручка;1157;1002;1469;6;6;0;0;;
127376;уголок оцинкованный;193;166;235;5;6;2;2;;
273668;марта;246;216;299;0;0;0;0;;
481213;бочка;1173;919;1504;25;25;2;3;;
174758;профиль угловой;263;207;383;0;0;0;0;;
454965;ковролин;475;314;708;0;0;0;0;;
50024;мин;603;414;1048;8;10;0;0;;
24413;двп;4694;3280;6755;0;0;0;0;;
134509;угол;72;65;82;0;0;0;0;;
1952;лампа;833;719;1050;4;5;1;0;;
67717;плитка пвх;1058;768;1916;19;21;0;0;;
2311;профиль потолочный;1704;1269;2255;2;2;1;2;;
254700;обои;434;416;454;0;0;0;0;;
415354;светильник;2406;1842;3552;8;12;1;1;;
473223;neomid;174;158;277;2;2;0;0;;
18259;стремянки;286;202;504;8;9;1;0;;
87678;панель;236;203;284;0;0;0;0;;
325302;ванна;647;475;1027;1;1;0;0;;
97708;пиломатериалы;149;128;214;2;2;0;0;;
432184;дюбель;209;171;250;3;4;0;0;;
106478;минвата;2026;1402;3446;17;19;4;0;;
172611;светильники;322;259;471;1;1;0;0;;
76878;удлинитель;1144;885;1612;0;0;1;0;;
228677;кисть;600;530;876;1;2;0;0;;
40933;изоляция;444;358;587;9;9;0;0;;
1687;диск;354;321;472;4;4;1;0;;
54826;коллектор;274;201;431;0;0;0;0;;
144165;кладочная смесь;466;293;694;40;41;11;15;;
5579;оцинковка;124;102;149;0;0;0;0;;
7294;гипсокартон;4679;3384;6569;0;0;0;0;;
125606;ламинат;4140;2912;6878;37;35;1;0;;
230971;краска;5690;4603;8266;27;33;3;1;;
148959;плита;516;442;693;0;0;0;0;;
148956;изодом;523;382;713;4;4;1;0;;
911;люк;2425;1874;3493;16;18;6;2;;
153904;смеситель для ванны;282;224;396;2;2;0;0;;
97476;плинтус напольный;142;122;196;0;0;0;0;;
135549;гребенка;363;326;469;5;5;0;0;;
408473;пвх плитка;170;143;255;0;0;0;0;;
178148;фанера 10 мм;221;166;290;0;0;0;0;;
449474;муфта;646;577;768;2;2;0;0;;
83884;угол;195;180;214;0;0;0;0;;
106279;профиль;668;549;918;2;3;1;0;;
460343;дюбель;56;46;66;0;0;0;0;;
59624;масло;131;118;161;0;0;0;0;;
252852;кварц винил;301;213;492;0;0;0;0;;
53176;кровля;556;470;736;0;0;0;0;;
32045;розетки;119;109;182;0;0;0;0;;
85055;газовый котел;362;258;645;1;3;1;0;;
11804;белый цемент;281;186;391;0;0;0;0;;
110384;радиаторы;196;150;359;0;0;2;0;;
465617;плитка настенная;348;245;625;1;1;0;0;;
40732;пробка;510;460;619;1;1;0;0;;
133037;биозащита;159;113;284;0;0;0;0;;
69139;кирпич;133;103;230;1;0;0;0;;
456700;плинтус мдф;339;243;524;0;0;0;0;;
42742;труба;122;112;144;0;0;0;0;;
102487;лестница;646;525;941;0;0;0;0;;
480495;керамогранит;1361;1161;1824;0;0;0;0;;
476249;унитаз подвесной;141;102;231;0;0;0;0;;
369200;тройник;571;524;693;0;0;0;0;;
38419;ровнитель для пола;525;325;1065;25;27;1;10;;
324254;сгон;853;676;1215;0;0;0;0;;
260323;керамогранит;1297;1027;1829;0;0;0;0;;
201920;изоляция;83;68;128;3;3;0;0;;
77716;батарейка;270;226;388;0;0;0;0;;
85364;вентилятор;2181;1472;3966;26;29;1;3;;
467537;гипсовая штукатурка;691;437;1177;0;0;0;0;;
167617;кран шаровый;509;442;654;1;1;0;0;;
441083;пена;3097;2424;4584;16;21;6;3;;
55443;руберойд;576;414;902;2;2;0;0;;
465593;керамическая плитка;807;580;1534;3;3;0;0;;
468460;труба;477;452;540;0;0;0;0;;
232959;батарея;279;233;369;0;0;0;0;;
462171;трубы;366;325;462;0;0;1;0;;
42270;переход;270;236;334;0;0;0;0;;
133018;антиплесень;402;295;630;2;2;0;2;;
117805;обои;8807;6434;14156;48;52;2;5;;
17944;магнит;294;253;343;1;1;0;0;;
25678;профиль j;117;96;155;8;8;4;0;;
7337;анкерный болт;396;313;566;5;4;0;1;;
390825;цоколь;179;156;232;0;0;0;0;;
415314;труба водосточная;318;239;602;0;0;0;0;;
470664;керамогранит;179;163;214;0;0;0;0;;
21059;светильник;771;669;958;0;0;0;0;;
369973;эмаль;469;416;642;0;0;0;0;;
123476;шпатель;4160;3190;6558;6;7;2;0;;
481185;емкость;571;488;741;0;0;0;0;;
109239;наждачная бумага;945;766;1436;4;4;1;1;;
463567;болт;167;164;208;0;0;0;0;;
5470;плитка тротуар;169;119;299;10;11;0;0;;
489271;инсталляция;423;294;703;9;10;0;0;;
254700;шпатель;5724;4306;9058;46;49;61;9;;
6714;лак по дереву;94;68;141;0;0;0;0;;
40602;труба;267;255;291;0;0;0;0;;
237736;плитка керамическая;104;89;119;0;0;0;0;;
443304;рубанок;334;256;476;3;4;0;1;;
418826;металлопрокат;420;305;578;3;4;0;0;;
9036;адаптер;332;298;435;0;0;0;0;;
109467;бур;106;98;125;0;0;0;0;;
480028;имитация;124;88;161;2;2;0;0;;
66553;шуруп по бетону;226;181;300;23;25;7;2;;
154002;смесители;110;98;194;0;0;0;0;;
111857;заглушки;214;199;252;0;0;0;0;;
148230;лак для дерева;329;234;505;8;10;0;1;;
75960;фанера;17597;11943;24758;2;2;0;0;;
233303;саморез сверло;72;70;86;0;0;0;0;;
33035;утеплитель;3589;2747;5608;28;32;5;4;;
129850;ламинат;394;322;640;1;1;0;0;;
313637;тумба с раковиной;294;221;487;1;1;0;0;;
127642;пвх;309;280;384;0;0;0;0;;
312051;ввг;755;563;1189;2;3;0;0;;
43383;муфта пп;142;121;182;0;0;0;0;;
41481;энергофлекс;1221;927;1759;64;67;17;5;;
67916;теплоизоляция для труб;169;132;252;2;3;2;1;;
416014;плиточный клей;1096;748;2067;0;0;0;0;;
260282;керамогранит;374;301;591;1;1;0;0;;
488767;радиаторы;114;105;200;0;0;1;0;;
174886;войлок;454;390;572;1;1;0;0;;
66803;кран шаровый;1326;1100;1815;7;7;0;0;;
127764;сверла;161;140;223;0;0;0;0;;
361186;порог;699;535;1279;15;16;1;0;;
433330;газоблок;290;215;369;7;6;0;0;;
470712;линолеум;485;446;584;0;0;0;0;;
101056;пистолет;630;532;826;2;2;0;0;;
479519;металлопрофиль;181;149;241;0;0;0;0;;
455257;ламинат;3681;2809;5724;54;62;8;10;;
56957;ламинат;2976;2626;3807;0;0;0;0;;
477251;пена монтаж;164;131;251;0;0;0;0;;
10410;парад;233;190;348;1;1;0;0;;
467453;пена;146;138;171;0;0;0;0;;
1695;диск;427;391;582;0;0;2;0;;
1869;ламинат;830;709;1000;0;0;0;0;;
40599;труба;227;219;249;1;1;0;1;;
473454;краска латексная;161;138;295;0;0;0;0;;
6693;краска;324;302;457;1;1;0;0;;
65200;теплый пол;227;203;280;1;1;0;0;;
40567;муфта;380;364;483;7;7;8;6;;
214569;краска;317;283;390;0;0;0;0;;
113524;плитка керамическая;440;370;580;0;0;0;0;;
229015;полки;178;154;213;0;0;0;0;;
151576;эпоксид;136;109;219;0;0;0;0;;
438239;утеплитель 100;131;105;188;2;2;0;0;;
53240;полипропилен;453;350;617;0;0;2;0;;
467291;утеплитель;1093;923;1375;0;0;0;0;;
454429;плинтус;660;619;806;1;2;0;0;;
51856;муфта соединительная;174;150;216;3;4;0;0;;
167140;ламинат;2705;2388;3415;0;0;0;0;;
133022;септик;224;192;299;0;0;0;0;;
51540;клей для плитки;341;309;442;0;0;0;0;;
476843;кольцо;338;306;406;0;0;0;0;;
457313;насос погружной;552;410;1037;13;14;0;2;;
454544;антисептик для дерева;347;253;593;0;0;0;0;;
473425;osb;1859;1315;2423;0;0;0;0;;
359053;грунт по металлу;170;123;247;2;2;0;1;;
15354;шина;377;337;475;0;0;0;0;;
153902;смеситель для ванны;206;169;354;0;0;0;0;;
151815;плинтус напольный;594;450;1042;2;2;0;0;;
351580;плитка;169;156;192;0;0;0;0;;
464644;коронка;152;128;218;2;4;0;2;;
57481;анкер;2644;2174;3576;7;7;0;1;;
114660;леска для тримера;70;61;102;0;0;0;0;;
68321;труба канализационная;326;255;458;0;0;0;0;;
127158;очки;772;579;1234;45;50;12;10;;
451673;замок навесной;929;639;1662;21;22;9;1;;
54675;клей;950;842;1307;2;2;0;0;;
455394;выключатель;1414;1196;1933;5;6;0;0;;
480174;мастика;3170;2210;5262;125;134;7;12;;
108235;керамическая плитка;876;624;1655;5;5;0;0;;
237410;плитка для пола;212;175;318;0;0;0;0;;
27611;вентилятор;1666;1117;2989;0;0;0;0;;
42703;уголок металл;122;90;157;0;0;0;0;;
41878;муфта;193;190;223;0;0;0;0;;
158776;мягкая черепица;286;199;539;2;2;0;0;;
148227;отсев;876;660;1181;0;0;0;0;;
172809;фасад;342;288;459;0;0;1;0;;
51535;ламинат;297;252;422;0;0;0;0;;
12110;бергауф;723;342;1301;3;3;0;0;;
119002;фиксатор;124;99;156;1;2;0;0;;
135575;круг отрезной;513;412;737;0;0;0;0;;
24052;плитка керамогранит;423;314;699;4;5;0;0;;
45082;труба 50;247;221;306;0;0;0;0;;
468394;фиксатор;242;202;304;0;0;0;0;;
70106;полотенцесушитель;574;411;983;0;0;0;0;;
477304;жидкие;180;152;353;0;0;0;0;;
113894;диск;278;259;369;0;0;0;0;;
365228;плинтус;537;512;605;1;1;0;0;;
470696;тёплый пол;1382;930;2131;2;3;0;0;;
45117;вибра;11;4;11;1;1;0;1;;
119228;штукатурка гипсовая;1157;811;2053;1;1;0;0;;
159804;кисти;420;359;696;4;4;9;2;;
159903;краска;528;479;683;0;0;0;0;;
54979;полоса;839;616;1042;130;141;25;25;;
59096;скоба;258;221;341;0;0;0;0;;
167328;certa;186;148;271;2;2;1;0;;
470067;для бани;172;136;239;1;1;0;0;;
454913;технониколь;160;152;179;0;0;0;0;;
416014;ceresit;313;270;364;0;0;0;0;;
465239;наливной пол;7008;3885;13034;340;390;50;70;;
247284;шланг;1987;1676;2677;0;0;1;0;;
150500;грунт;1211;1077;1579;1;1;0;0;;
418608;ленолиум;149;112;310;2;2;0;0;;
33666;гидроизоляция;6353;4329;10875;18;21;4;1;;
44713;фитинг;143;127;177;0;0;0;0;;
233281;саморез по металлу;239;197;305;0;0;0;0;;
58272;саморезы;662;607;857;1;1;0;0;;
40590;труба 40;173;155;206;0;0;0;0;;
454335;стяжка;3340;2432;4762;284;304;32;44;;
465130;бордюрная лента;268;182;443;19;22;1;0;;
241379;цемен;95;75;127;0;0;0;0;;
9355;подвесы;262;188;359;0;0;0;0;;
457836;коронка;1150;933;1694;10;8;7;1;;
73402;батарейка;316;255;450;2;2;0;1;;
72726;гибкая подводка;500;423;730;4;4;2;0;;
54979;прокат инструмента;152;134;193;0;0;0;0;;
476247;сиденье для унитаза;184;146;332;0;0;0;0;;
449512;труба гофрированная;182;159;254;1;1;0;0;;
61637;плинтус;361;340;387;0;0;2;0;;
342865;порожек;319;274;534;0;0;0;0;;
7492;анкера;280;213;386;3;3;0;0;;
97579;пробка;401;368;487;2;1;0;0;;
419709;кирпич облицовочный;421;272;935;3;3;0;1;;
129916;ламинат;7556;5409;12726;84;82;2;4;;
468413;пластиковые панели;539;343;855;1;1;0;0;;
13111;панель пвх;2133;1419;3575;1;1;0;0;;
61455;американка;463;390;613;0;0;0;0;;
326385;подвес прямой;331;273;443;0;0;0;0;;
463421;болт;239;215;281;1;1;0;0;;
130462;порог;166;141;239;3;4;0;0;;
139049;навесы;94;87;112;0;0;0;0;;
208785;уайт-спирит;67;56;101;0;0;0;0;;
5707;ровнитель для пола;251;148;521;3;3;0;0;;
18260;лестница;2240;1677;3502;13;15;0;0;;
209242;линолеум;1563;1229;2546;2;2;1;0;;
369944;краска;58;47;71;0;0;0;0;;
306106;смеситель для раковины;63;55;96;1;2;0;0;;
54991;полинор;531;353;618;170;177;44;20;;
488704;радиатор;353;305;473;1;1;0;0;;
465588;плитка керамическая;1579;1090;2711;14;12;0;0;;
151891;заглушка;140;138;144;0;0;0;0;;
474124;трубная изоляция;175;138;267;0;0;0;0;;
164871;черепица;298;251;446;0;0;0;0;;
149082;эмаль;288;249;367;2;1;0;0;;
473458;краска акриловая;142;116;199;0;0;0;0;;
233789;кран 1/2;205;176;276;0;0;0;0;;
132643;известь;824;560;1236;0;0;0;0;;
470710;теплый пол;3855;2729;5943;2;2;0;0;;
56414;зеркало;94;75;142;0;0;0;0;;
151708;щетка;551;463;654;1;1;0;0;;
8156;плита дсп;103;83;152;0;0;0;0;;
442250;кирпич брылино;134;78;276;0;0;0;0;;
10687;лак яхтный;382;284;612;7;7;3;1;;
130200;коробки;157;137;196;0;0;0;0;;
113952;см 11;141;132;156;0;0;0;0;;
447367;битум;640;500;941;1;1;0;0;;
167216;угол;178;174;193;0;0;0;0;;
6242;краска пф;144;120;198;3;4;0;0;;
313786;линолеум;57;47;67;0;0;0;0;;
472068;сайдинг;534;379;864;0;0;0;0;;
319513;унитаз;1607;1283;2707;27;31;5;3;;
80925;бак расширительный;263;203;579;1;1;0;0;;
148953;изодом;427;315;570;0;0;0;0;;
359049;мембрана;637;452;909;0;0;0;0;;
39535;обои флизелиновые под покраску;20;3;22;0;0;0;0;;
115106;шнек;290;191;376;15;17;4;1;;
109329;бур по бетону;188;150;267;0;0;0;0;;
43452;труба канализационная 50;153;124;240;5;5;0;2;;
217555;iek;111;102;162;1;1;0;0;;
174348;грунтовка;12491;9131;18713;98;95;10;3;;
454588;водосточная;226;177;320;0;0;0;0;;
51901;ниппель;288;232;371;2;2;0;0;;
217631;доска обрезная;1645;1116;2717;30;35;2;46;;
59220;ключ;825;700;1064;3;3;0;0;;
44312;уголки;868;754;1086;0;0;0;0;;
482277;ящик для инструментов;226;153;398;0;0;0;0;;
242199;жидкое стекло;603;478;896;0;0;0;0;;
420516;электропила;186;149;294;1;1;0;0;;
37213;пружина;290;241;387;0;0;0;0;;
25485;бетонконтакт;1833;1310;2716;174;187;45;43;;
306103;смеситель;142;125;163;0;0;0;0;;
109830;сверло по металлу;112;102;145;1;1;0;0;;
459266;ламинат;1080;853;1675;31;37;0;10;;
361944;пвх;454;401;567;0;0;0;0;;
70215;пвх плитка;924;650;1614;14;18;0;8;;
472072;катушка;213;164;336;0;0;0;0;;
80838;сетка;4858;3604;7124;28;29;7;3;;
8923;гклв;352;293;463;1;1;0;0;;
470647;линолеум;483;441;577;0;0;0;0;;
367998;панель;196;177;236;0;0;0;0;;
382137;дверь;414;373;478;0;0;0;0;;
11773;штукатурка гипсовая;309;234;517;5;5;1;0;;
351566;кварцвинил;280;207;485;2;2;0;0;;
209055;лента;340;310;386;0;0;0;0;;
381942;доска лиственница;156;96;256;5;8;0;0;;
334967;металл;224;201;268;0;0;0;0;;
67816;замазка;158;129;237;0;0;0;0;;
66843;лага;173;145;240;0;0;0;0;;
471010;раковина;154;132;226;0;0;1;0;;
313997;утеплитель;3056;2409;4506;1;1;0;0;;
448607;сайдинг;6516;3991;11155;35;35;1;1;;
417350;водосточная;255;210;389;0;0;0;0;;
132736;труба;147;141;156;0;0;0;0;;
80093;пол;101;94;112;0;0;0;0;;
27868;полиэтилен;323;260;503;3;3;0;2;;
100870;кирпич;347;270;600;1;1;0;0;;
137463;смеситель;314;281;412;2;2;0;0;;
127593;жалюзи;660;552;875;2;2;0;0;;
159915;краска для пола;655;518;1012;0;0;0;0;;
82744;фане;215;171;305;1;1;0;0;;
215467;панели мдф;314;219;533;9;9;3;0;;
65007;щетки;253;213;398;0;0;0;0;;
382139;дверь;410;369;475;0;0;0;0;;
473452;краска акриловая;163;132;234;1;1;0;0;;
231239;кабель кг;311;248;438;0;0;0;0;;
5579;направляющие;605;497;839;1;1;2;0;;
380291;минвата;282;178;482;2;3;1;0;;
429288;труба 20;292;245;362;0;0;0;0;;
134087;бетон;572;496;672;1;2;0;0;;
360620;эмаль;545;476;765;0;0;1;0;;
467227;зеркало;184;161;227;0;0;0;0;;
40684;угольник;917;793;1287;2;2;0;0;;
111877;трава;143;97;225;5;6;0;1;;
176446;обои;11093;7981;17452;70;68;7;4;;
66317;двп;4394;3098;6357;0;0;0;0;;
64157;огнебио;183;135;364;0;0;0;0;;
50521;уровень;295;204;532;2;2;1;0;;
40569;полипропилен;274;225;345;0;0;4;0;;
307867;гигиенический душ;53;42;122;0;0;0;0;;
221825;крышка;171;158;213;0;0;0;0;;
50656;ступень;318;273;389;0;0;0;0;;
481138;набор;301;259;422;1;1;0;0;;
351576;кварцвинил;233;172;406;0;0;0;0;;
160011;краска;5892;4766;8613;37;46;0;2;;
453910;антисептик для дерева;521;373;898;4;3;0;0;;
70295;люк;1786;1387;2585;5;4;0;0;;
3313;шетрок;813;585;988;147;149;25;38;;
488753;радиатор;430;386;546;0;0;0;0;;
56663;болты;258;222;355;0;0;0;0;;
119734;линолеум 3м;11;4;13;0;0;0;0;;
476260;люк;88;72;93;0;0;0;0;;
247001;порилекс;345;280;468;2;2;0;0;;
57058;дверь;204;194;223;0;0;0;0;;
55830;подвес;1919;1502;2633;3;3;0;0;;
40053;вата;399;281;710;14;13;0;0;;
135586;диск отрезной;366;327;523;0;0;0;0;;
5899;дсп;1154;788;1797;0;0;0;0;;
440480;водонагреватели;185;138;335;1;0;0;0;;
1490;краска пф;144;120;199;0;0;0;0;;
477260;пена монтажная;6861;4939;11805;9;12;2;0;;
61643;угол;759;701;854;0;0;0;0;;
50246;сэндвич;569;441;695;42;47;12;8;;
379266;профиль;206;174;351;0;0;1;0;;
64532;американка;380;310;554;5;5;0;0;;
427041;доска;12953;8836;19896;13;13;5;0;;
173316;двери;871;724;1265;9;8;0;0;;
476431;электрокотел;529;327;1023;1;1;1;0;;
66025;автоматический выключатель;220;181;418;2;2;1;0;;
233231;саморез по металлу;732;608;1037;1;1;0;0;;
60616;порог;521;389;971;8;9;0;1;;
5503;угол пвх;198;186;223;2;2;0;0;;
473468;краска водоэмульсионная;71;64;85;0;0;0;0;;
477299;клей монтажный;340;260;582;0;0;0;0;;
54032;труба;214;206;236;0;0;0;0;;
101086;сварка;129;106;160;0;0;0;0;;
35875;керамзито;257;178;374;3;3;0;0;;
54973;полка;220;199;245;0;0;0;0;;
480514;тиски;662;491;1061;35;42;0;2;;
127375;грунтовка церезит;489;387;659;0;0;0;0;;
180819;ковровое покрытие;523;413;938;0;0;0;0;;
246629;жгут;456;352;694;1;1;0;0;;
227553;проволока;1718;1252;2498;0;0;0;0;;
444249;кирпич полнотелый;1080;600;2443;0;0;0;0;;
399539;герметик для дерева;283;216;518;4;6;1;4;;
14837;кабель алюминевый;13;3;15;0;0;0;0;;
308766;подложка;197;156;274;0;0;0;0;;
8156;шпатлевка финишная;152;132;249;0;0;0;0;;
473231;герметик акриловый;483;400;771;0;0;0;0;;
38955;мешки для мусора;707;536;858;52;54;112;54;;
273663;ручка для валика;200;181;276;4;4;1;0;;
1785;клей для плитки;291;204;472;2;2;0;0;;
123466;эмаль пф;113;100;162;0;0;0;0;;
53086;гибкая связь;147;109;236;25;28;0;6;;
3381;краска пф;144;120;199;0;0;0;0;;
133007;антисептик;2165;1531;3538;20;22;3;1;;
434691;сверло форстнера;256;174;349;4;5;3;0;;
6549;краска лакра;128;113;165;0;0;1;0;;
76193;водонагреватель;2631;1801;4860;26;33;3;0;;
444174;кирпич шоколад;197;89;384;10;10;0;0;;
72732;подводка;330;281;514;1;1;3;0;;
314245;насадка;60;58;73;0;0;0;0;;
470640;ламинат;215;196;258;0;0;0;0;;
481170;резина;312;271;419;1;1;0;0;;
55627;гвл;248;194;343;0;0;0;0;;
453780;электрокотел;409;251;719;2;3;0;0;;
7522;уголок;5672;4578;7462;69;63;11;8;;
70437;распред коробка;120;101;202;2;2;0;0;;
158765;гибкая черепица;893;629;1566;2;2;0;0;;
242930;насосы;135;102;212;2;2;0;0;;
484575;саморез;346;325;476;0;0;0;0;;
369952;пф;164;146;253;0;0;0;0;;
56417;ванна;536;480;723;0;0;0;0;;
479520;профиль;329;308;414;0;0;0;0;;
11235;ножовка;1012;729;1725;22;23;4;4;;
50559;сайдинг;6194;3880;10186;20;21;0;0;;
229367;плитка;1291;1082;1601;0;1;0;0;;
477305;панель пвх;563;408;846;0;0;0;0;;
50307;вата;1239;824;2139;18;19;0;3;;
382400;уголки;176;160;208;0;0;0;0;;
466976;двери;384;347;468;0;0;0;0;;
417558;петля;220;203;266;0;0;0;0;;
157274;профиль стыкоперекрывающий;168;129;305;2;3;0;0;;
66832;саморез;164;160;192;0;0;0;0;;
108207;плитка керамическая;1700;1161;2874;13;13;1;1;;
8133;кладочная сетка;924;635;1430;15;13;15;0;;
28039;ветрощащита;11;3;14;1;1;0;0;;
40773;американка;340;304;483;5;7;0;0;;
5432;штукатурка;196;173;325;2;2;1;0;;
97115;заглушка;56;53;64;0;0;0;0;;
420665;пнд труба;487;379;703;0;0;1;0;;
68143;плитка;348;322;406;0;0;0;0;;
37951;линолеум;340;280;455;2;2;0;5;;
462048;блок;97;76;135;3;4;0;0;;
117794;клей для обоев;257;200;358;0;0;0;0;;
40118;штукатурка гипсовая;1029;669;1839;0;0;0;0;;
392729;адаптер;211;189;282;0;0;0;0;;
86094;труба пп;278;216;417;0;0;0;0;;
171756;финишная шпаклевка;342;243;526;3;3;4;0;;
233218;саморез по металлу;418;343;580;0;0;0;0;;
382576;уголок;262;257;280;0;0;0;0;;
77690;фрезы;152;127;271;2;2;0;0;;
53706;насос скважинный;171;100;376;3;2;0;0;;
390820;гкл;256;221;345;0;0;0;0;;
168460;кронштейн желоба;156;127;294;1;1;0;0;;
62107;кирпич одинарный полнотелый;261;185;644;4;4;0;0;;
450815;уголок;720;655;825;7;7;0;0;;
492256;сварочный аппарат;452;324;702;4;5;0;0;;
247000;вилатерм;281;208;374;1;1;0;0;;
59276;шланг;2064;1665;2853;1;1;0;0;;
58716;sheetrock;233;200;337;3;3;1;0;;
150121;доска для пола;87;65;120;0;0;0;0;;
55656;металлочерепица;1228;833;1793;10;8;0;0;;
57100;момент;341;270;568;4;4;1;0;;
180897;эппс;379;333;430;0;0;0;0;;
6080;гвлв;429;279;567;32;40;2;9;;
201867;водонагреватели;191;140;350;1;1;0;0;;
47063;фильтр;605;508;821;7;7;0;1;;
477304;жидкие гвозди;2253;1541;4176;12;14;3;0;;
36344;цемент;292;244;417;0;0;1;0;;
37048;стяжка для пола;266;178;423;1;1;0;0;;
41552;теплоизол;153;125;183;0;0;0;0;;
470647;клей для керамогранита;168;118;284;0;0;0;0;;
245434;wago;632;433;946;19;23;7;6;;
38358;морилка;416;331;634;0;0;0;0;;
89070;стык порог;15;4;19;1;1;0;0;;
134485;плинтуса;124;109;164;1;1;0;0;;
2239;стремянка;3856;2526;6622;26;29;0;0;;
43558;труба канализации;268;200;409;0;0;0;0;;
67039;котел газовый;317;227;563;0;0;0;0;;
64155;гриб;197;171;247;0;0;0;0;;
115591;грунтовка по металлу;300;267;368;3;3;0;0;;
77718;струбцина;794;579;1284;1;1;0;0;;
476211;унитаз;994;831;1506;3;3;0;0;;
8931;валик игольчатый;383;286;686;15;13;2;0;;
109390;шнек;148;107;197;0;0;0;0;;
125262;двери;2161;1803;2896;1;2;0;1;;
109339;бур по бетону;193;158;262;0;0;0;0;;
148242;гипсокартон;108;94;122;0;0;0;0;;
10085;керамогранит;552;490;761;0;0;0;0;;
417184;воронка;339;291;454;0;0;0;0;;
8148;мдф;139;127;171;0;0;0;0;;
59618;американка;305;260;379;0;0;0;0;;
167417;панель фасадная;166;106;376;13;16;0;1;;
150156;доска 150;227;203;268;0;0;0;0;;
66741;кнауф;1896;1514;2603;8;9;8;0;;
40656;пластик;237;229;280;0;0;0;0;;
2351;фанера 15мм;141;113;176;0;0;0;0;;
434690;сверло форстнера;251;174;348;0;0;2;0;;
77570;батарея;275;227;382;6;6;2;1;;
17080;батарейки;485;347;694;2;2;2;0;;
46418;труба металлопластиковая;233;172;333;2;3;4;0;;
380293;ursa;366;263;553;26;28;4;3;;
438439;розетки;80;66;94;0;0;0;0;;
18833;пиломатериал;352;273;483;1;1;2;0;;
12185;юсб;222;167;334;5;6;2;0;;
144710;карниз;492;436;617;2;2;0;0;;
56579;сифон;1670;1252;2709;10;11;1;0;;
477311;клей для пвх;208;183;285;1;1;0;0;;
233296;саморез 25;164;142;221;0;0;0;0;;
58302;шпильки;145;120;202;0;0;0;0;;
481330;дрель;283;249;469;2;3;0;0;;
61458;прокладка;953;736;1409;12;8;3;1;;
6609;эмаль пф;132;116;207;0;0;0;0;;
15699;knauf;986;809;1370;0;0;0;0;;
3088;фанера 4 мм;196;152;290;1;1;0;1;;
7665;известь;923;652;1418;0;0;0;0;;
489473;сварочный;225;186;358;6;5;0;0;;
154120;смеситель;514;439;670;0;0;0;0;;
6226;гидроизол;357;292;551;4;4;0;3;;
150033;эмаль аэрозольная;204;160;319;1;1;1;0;;
105173;карниз;156;129;200;0;0;0;0;;
28039;изоспан;3357;2276;4847;361;371;53;37;;
11070;озб;79;49;106;3;3;0;0;;
158790;мягкая черепица;280;199;500;3;3;0;0;;
23016;пиломатериал;148;117;221;0;0;0;0;;
481250;кондиционер;203;139;462;2;2;0;0;;
320869;унитазы;137;77;255;1;2;0;0;;
149485;межкомнатные двери;206;147;325;3;3;0;0;;
111743;краска;1245;1060;1767;4;5;0;3;;
39262;бита;249;211;340;0;0;0;0;;
3786;шпаклёвка;223;168;369;1;1;0;1;;
473219;огнебиозащита;658;463;1196;1;1;0;0;;
458374;коллекторная группа;236;145;453;0;0;0;0;;
11414;профна;206;165;284;8;0;0;0;;
208786;грунт гф-021;116;98;154;0;0;0;0;;
14846;краска лакра;201;172;283;0;0;0;0;;
171711;унитаз подвесной;212;148;423;0;0;0;0;;
6920;керамогранит;603;550;712;0;0;0;0;;
43727;подводка;240;191;309;1;1;0;0;;
50249;саморезы по металлу;171;146;251;1;1;0;0;;
13204;забор;1016;709;1405;23;22;2;3;;
117792;клей обойный;152;135;201;0;0;0;0;;
201989;светильники;356;294;531;3;3;1;0;;
7370;жидкие гвозди;1973;1330;3618;34;37;4;4;;
59105;морилка;1437;1047;2347;31;33;3;3;;
51377;шуруп;1054;922;1365;2;2;0;0;;
6242;лакра;375;331;487;2;3;0;0;;
103817;шинглас;121;90;164;5;4;0;0;;
35335;плёнка;458;334;659;0;0;0;0;;
119630;ленолиум;252;176;526;2;2;0;0;;
132749;фитинги;153;140;208;1;1;0;0;;
83577;ондулин;694;353;1103;48;58;18;7;;
416933;водосточная;255;210;395;0;0;0;0;;
457642;пена;348;300;523;4;5;3;3;;
18758;яхтный лак;189;133;328;2;2;1;0;;
127473;грунт эмаль;700;559;995;1;1;0;0;;
171712;унитазы;254;149;622;6;7;0;1;;
58718;лента;2297;1938;3087;14;14;3;1;;
