sku;keyword;sessions;users;impressions;clicks;detail;add_from_impressions;add_from_detail;avail_01;avail_02
5577;профиль knauf;240;188;353;6;6;2;6;;
232084;вагон;139;121;242;1;1;0;0;;
326360;раковина;186;159;266;0;0;0;0;;
471027;столешница;71;66;88;0;0;0;0;;
58555;напольные покрытия;158;136;194;0;0;0;0;;
53444;пленка укрывная;240;204;324;0;0;1;0;;
456781;автоматический выключатель;185;156;376;0;0;0;0;;
13539;труба профильная 40х20х1,5 мм, 3 м;12;4;10;4;5;0;2;;
84813;манометр;613;487;1100;1;1;0;0;;
473427;osb-3;69;56;86;0;0;0;0;;
148231;растворитель;854;708;1109;0;0;0;0;;
21346;прожектор;967;708;1543;2;2;1;0;;
474414;гвл;937;626;1389;0;0;0;0;;
43233;пп труба;322;257;496;2;2;0;1;;
420548;уровни;11;4;13;0;0;0;0;;
17093;затирка се40;23;4;27;0;0;0;0;;
307875;гигиенический душ;59;49;115;0;0;0;0;;
212944;липа;298;205;443;1;1;0;0;;
490967;ключ;222;197;282;0;0;0;0;;
468514;замки;286;248;439;0;0;0;0;;
119526;колесо;125;111;188;0;0;0;0;;
478569;краска акриловая;136;110;239;0;0;0;0;;
1886;профиль стандарт;127;100;152;10;11;16;2;;
382390;уголки;153;145;184;0;0;0;0;;
313461;крючки;98;79;141;0;0;0;0;;
2382;крестик;125;108;171;0;0;0;0;;
429283;металлопрокат;202;152;303;0;0;0;0;;
489567;доска террасная;369;270;562;1;1;0;0;;
464456;дымоход;1164;828;1879;25;27;0;0;;
484280;коллектор;659;475;991;5;5;0;0;;
463628;гайка;167;158;194;0;0;0;0;;
2957;топор;925;730;1423;9;9;2;0;;
11600;озб;77;49;106;5;2;0;0;;
110740;водоотвод;157;126;258;0;0;0;0;;
9506;краска для потолка;317;198;693;2;2;0;1;;
29836;шарнир;315;236;432;0;0;0;0;;
101514;профл;200;161;278;1;1;0;0;;
115142;масло для дерева;223;159;356;0;0;0;0;;
108207;плитка облицовачная;20;3;27;0;0;0;0;;
8076;герметик силиконовый;718;507;1324;3;3;0;0;;
480494;лезвие;302;239;444;0;0;0;0;;
454790;клипса;340;270;455;4;6;2;2;;
125785;канистра;524;423;680;27;26;0;2;;
58745;звукоизоляции;14;2;16;0;0;0;0;;
40592;кран шаровый 1/2;69;63;111;0;0;0;0;;
440571;экстрол;550;402;799;8;8;8;2;;
51042;зонт;206;165;252;23;28;0;0;;
464859;полистирол;289;244;363;0;0;0;0;;
50805;перфолента;310;260;409;27;27;9;5;;
253136;инсталяция;100;78;178;0;0;0;0;;
109614;диски;193;149;251;1;1;1;0;;
11180;грунт эмаль;120;108;160;0;0;0;0;;
481325;шуроповерт;193;137;325;2;2;0;0;;
8953;затирка для плитки;249;179;435;1;1;2;0;;
312814;душ;56;50;70;0;0;0;0;;
464113;железо;268;231;309;0;0;0;0;;
164881;фиксатор;116;102;158;0;0;0;0;;
51378;лаги;210;157;314;0;0;0;0;;
56483;пленка защитная;129;112;175;2;2;0;0;;
205363;зеркало в ванную;15;3;15;0;0;0;0;;
44536;теплоноситель;457;320;676;0;0;0;0;;
40807;компенсатор;172;142;221;1;3;2;2;;
244671;полки;199;175;240;0;0;0;0;;
65594;пенополи;263;209;452;5;5;0;1;;
68174;крестик;181;151;256;18;19;8;4;;
172435;эмаль;164;137;199;0;0;1;0;;
23880;cerezit;111;94;138;0;0;0;0;;
92576;герметик для дерева;214;156;391;2;2;0;0;;
454132;смеситель для ванной;253;166;521;0;0;0;0;;
56093;домкрат;291;246;417;5;6;0;1;;
1743;тепло кнауф;138;103;219;0;0;0;0;;
4731;плитка тротуарная;3777;2230;6999;45;49;2;1;;
50731;кирпич печной;575;351;995;15;16;0;0;;
85348;пеноп;259;188;367;2;3;3;0;;
26434;волма;2000;1072;2962;51;57;7;1;;
254699;фасад;327;270;430;0;0;0;0;;
171756;шпатлевка финишная;228;192;381;2;2;4;1;;
84232;грунтовка paleta;139;108;181;9;10;2;4;;
151889;плинтус белый;170;149;263;0;0;0;0;;
448323;пароизоляцич;11;4;15;1;1;0;0;;
489495;от ржавчины;11;4;11;0;0;0;0;;
452646;плитка керамогранит;421;316;656;2;2;0;0;;
137670;полотно;222;195;294;0;0;0;0;;
118204;пистолет;75;70;88;0;0;0;0;;
231240;ввгнг;202;162;280;0;0;1;0;;
17096;затирка се40;23;4;27;1;2;0;0;;
17011;конёк;144;107;210;2;2;1;0;;
66867;кольца;163;145;201;0;0;0;0;;
437055;наливные полы;209;112;414;6;7;0;0;;
15925;профли;168;135;245;0;0;0;0;;
99688;грунт глубокого;12;3;17;0;0;0;0;;
443322;эксцентрик;391;315;492;0;0;0;0;;
8667;грунт эмаль;114;102;149;0;0;0;0;;
78025;подложка под ламинат;687;498;991;43;49;1;9;;
217629;доска 150;193;173;243;1;1;0;0;;
129960;tikurila;11;3;13;0;0;0;0;;
473274;краска черная;270;214;406;0;0;1;0;;
489575;ресанта;169;134;199;2;3;0;0;;
40520;провило;188;158;238;0;0;0;0;;
479519;профн;247;200;354;1;1;0;0;;
364991;унитаз;86;74;162;0;0;0;0;;
101589;цемент 25 кг;140;114;190;2;3;0;0;;
420535;шуруповёрт;296;225;511;0;0;0;0;;
231193;ввгнг;202;162;283;1;2;1;0;;
131503;рулетка;1514;1171;2296;29;29;4;4;;
18261;лестницы;260;201;398;1;1;0;0;;
481180;обратный клапан;1172;886;1741;6;7;0;0;;
233269;саморез с прес шайбой;11;4;22;0;0;0;0;;
7370;afythf;135;112;150;0;0;0;0;;
449605;шпатлёвка;497;393;764;2;2;0;0;;
312044;прово;13;4;14;0;0;0;0;;
489781;доска сухая;296;195;398;0;0;0;0;;
474122;клей плиточный;240;175;420;1;1;0;0;;
18367;профнас;207;168;294;2;2;0;0;;
436157;бергауф;333;162;641;0;0;0;0;;
72305;труба 100;187;147;230;0;0;0;0;;
129331;звукоизоляции;15;3;20;0;0;0;0;;
491214;шпилька;1077;849;1434;2;2;0;0;;
43558;труба канализ;143;125;184;1;3;0;2;;
128110;напольная плитка;177;156;231;0;0;0;0;;
8768;плитка облицовачная;20;3;27;0;0;0;0;;
382588;душевой уголок;133;90;240;0;0;0;0;;
51381;лага;193;157;264;0;0;0;0;;
368126;накопительный нагреватель;16;3;48;0;0;0;0;;
51661;силикатный блок;179;124;253;0;0;0;0;;
490422;защитный кожух;11;4;11;0;0;0;0;;
7728;gfytkb;12;4;14;0;0;0;0;;
5800;afythf;275;241;348;4;4;0;0;;
7807;клей для утеплителя;179;135;283;10;11;0;0;;
382969;пеноп;495;347;758;20;23;6;0;;
252958;ремень;91;77;110;0;0;0;0;;
448366;гидроветрозашита;14;2;22;3;3;0;1;;
49046;доска 30;137;113;214;0;0;0;0;;
18983;жидкие;213;176;412;4;3;1;1;;
61019;цемент 25 кг;133;108;173;0;0;0;0;;
60298;декоративный камень;241;140;369;12;14;0;1;;
222914;линолеум 2 м;12;3;13;0;0;0;0;;
39533;см 14 клей;11;4;12;0;0;0;0;;
467838;липа;193;131;284;0;0;0;0;;
32095;уровень лаз;24;4;32;1;1;0;0;;
62030;профиль стыкоперекрывающий серебро;16;2;29;0;0;0;0;;
217634;доска шлифованная;14;3;17;0;0;0;0;;
452646;настенная плитка для ванной комнаты;16;2;17;0;0;0;0;;
435737;мойки унвалник;23;3;40;0;0;0;0;;
484428;держатель душевой лейки;11;4;19;2;2;0;0;;
61525;ревд;25;3;168;0;0;0;0;;
61554;железо;152;137;175;1;1;0;0;;
445964;цемент;23586;14822;35742;14;15;15;1;;
447430;труба;2700;2346;3278;9;9;0;0;;
123598;герметик;6624;5036;10924;106;111;29;16;;
113967;коронка по бетону;462;376;639;0;0;0;0;;
109470;коронка по бетону;825;615;1132;47;40;7;1;;
135145;колесо;276;241;348;0;0;0;0;;
72035;ролик;105;103;107;0;0;0;0;;
70005;лента;352;323;405;0;0;0;0;;
128109;плитка напольная;721;627;971;0;0;0;0;;
473307;неомид;480;396;644;0;0;0;0;;
8134;кирпич;15261;9023;27758;133;152;6;18;;
6947;рубероид;4583;2976;7881;11;12;0;2;;
128943;двер;71;66;127;0;0;0;0;;
85968;масло;619;491;867;0;0;0;0;;
5769;пф 115;474;378;715;3;3;0;0;;
3875;цемент;11225;7221;16844;8;11;2;0;;
470672;клей для линолеума;111;88;216;0;0;0;0;;
123985;двери;113;106;129;2;2;0;0;;
111734;акриловая краска;194;159;353;2;2;1;1;;
493719;розетка;580;524;660;2;1;0;0;;
473445;краска;240;223;316;1;2;0;0;;
62824;саморезы;712;644;982;3;4;11;6;;
65289;болты;107;92;148;0;0;0;0;;
462809;шуруповерт;1147;826;2011;0;0;0;0;;
39717;вата;237;166;417;1;2;0;0;;
7807;церезит;192;163;229;5;8;0;0;;
449741;церезит;149;108;180;1;1;0;0;;
158961;черепица гибкая;96;69;159;0;0;0;0;;
56785;болт;445;420;553;0;0;0;0;;
6228;краска черная;267;201;388;12;15;3;3;;
474816;керамогранит;555;451;796;1;1;0;0;;
142964;полотно;346;307;466;0;0;0;0;;
119733;линолеум;5993;4516;9447;49;52;13;5;;
40657;труба металл;212;184;262;0;0;0;0;;
233212;саморе;168;154;234;3;1;3;0;;
32938;розетки;222;194;298;0;0;0;0;;
360618;грунт эмаль;677;539;960;0;0;0;0;;
3191;гладилка;625;505;894;51;52;3;1;;
91254;профиль;1565;1317;1928;0;0;0;0;;
159857;ролик;640;543;918;0;0;0;0;;
5680;клей;521;461;694;0;0;0;0;;
58331;дюбель;2845;2281;3683;3;3;4;4;;
470677;линолеум;485;446;589;0;0;0;0;;
1743;штукатурка цементная;237;189;425;0;0;0;0;;
52441;сверло по металлу;607;520;875;2;2;2;0;;
454162;желоб;224;201;316;0;0;0;0;;
105665;стекло;191;154;248;0;0;0;0;;
51320;кран шаровый;1453;1201;1982;4;4;7;4;;
51014;порожек;184;152;274;0;0;0;0;;
209054;подводка гибкая;109;97;166;0;0;0;0;;
446896;ingco;331;245;459;2;2;4;0;;
160480;кварц винил;90;59;135;0;0;0;0;;
82744;фанера;16410;11045;22764;25;24;0;0;;
402457;линолеум;119;94;157;0;0;0;0;;
11738;тротуарная плитка;1446;786;2651;18;15;1;1;;
443191;полотенцесушитель;278;222;512;1;1;0;0;;
58287;саморезы по металлу;93;79;131;0;0;0;0;;
247633;плитка облицовачная;20;3;27;0;0;0;0;;
484564;шуруп;269;247;341;1;1;0;0;;
158552;двери;1117;894;1583;1;1;0;0;;
252954;триммер бензиновый;173;117;338;11;13;0;0;;
229234;полки;200;175;242;0;0;0;0;;
8093;теплоизоляция;272;247;378;1;1;0;0;;
51852;штуцер;1418;1123;2008;11;14;4;1;;
159831;обои;425;405;450;4;1;0;0;;
7337;анкер;2814;2313;3824;9;8;4;0;;
8529;стяжка пола;1298;804;2090;0;0;0;0;;
247637;керамическая плитка;234;180;444;1;1;0;0;;
477261;монтажная пена;1800;1240;3103;1;1;2;0;;
228664;щетка;1499;1250;2020;3;3;0;0;;
468458;труба 25;225;173;282;0;0;0;0;;
65864;шарнир;339;252;460;0;0;0;0;;
130350;дверь;81;76;102;0;0;0;0;;
382519;уголок;397;382;454;0;0;0;0;;
463406;болт мебельный;182;157;259;0;0;0;0;;
89141;порожек;326;289;580;0;0;0;0;;
369946;гф;161;132;213;2;2;0;0;;
60912;порожек;247;215;429;0;0;0;0;;
450223;стремянка;398;252;719;0;0;0;0;;
53508;труба метал;161;141;195;0;0;0;0;;
93271;порожек;350;287;583;5;4;0;0;;
8768;плитка керамическая;1555;1043;2631;23;22;0;0;;
14824;лак по дереву;115;83;180;0;0;0;0;;
148932;пленка;826;679;1251;0;1;2;0;;
14606;шпатлёвка;218;167;409;0;0;0;0;;
253082;ввгнг;202;162;280;0;0;0;0;;
101132;крепеж;788;725;963;2;2;3;2;;
260294;керамогранит;5383;3821;8669;24;24;2;0;;
161376;плинтус напольный;269;226;416;0;0;0;0;;
402437;линолеум;130;109;180;3;3;0;0;;
127273;дверь;1535;1326;1963;2;2;0;0;;
109792;сверло по металлу;581;481;852;1;1;6;1;;
133925;краска для обоев;60;52;107;0;0;0;0;;
470691;клей для керамогранита;205;146;351;0;0;0;0;;
149090;эмаль;275;237;334;0;0;0;0;;
455260;ламинат;3865;2964;5960;9;11;0;2;;
55895;керамзит;6850;4417;10249;0;0;0;0;;
40630;тройник пп;188;170;259;1;1;0;1;;
146187;навесы;152;138;204;2;2;0;0;;
6505;клей;566;506;729;2;2;4;2;;
127746;сверло;1089;948;1567;1;1;4;0;;
87402;сифон;2900;2053;4754;68;70;4;4;;
433168;профиль;54;47;64;0;0;0;0;;
10108;грунтовка;13739;9927;20838;321;346;125;68;;
208785;забор;220;186;274;0;0;0;0;;
70241;плитка;3584;2947;4782;8;7;0;0;;
453463;линолеум полукоммерческий;243;179;416;3;3;0;0;;
20108;грунт;418;369;616;1;1;0;0;;
208826;насос;2000;1561;3060;2;2;0;0;;
167110;плинтус;644;606;701;0;0;0;0;;
233273;саморез;3432;2916;4672;3;3;4;0;;
52566;плитка для пола;532;402;926;4;5;0;0;;
473453;краска по дереву;99;85;148;0;0;0;0;;
374065;теплый пол;171;167;214;0;0;0;0;;
144108;дверь;205;193;230;0;0;0;0;;
159878;марта;172;155;217;0;0;0;0;;
150496;kudo;132;111;200;0;0;0;0;;
91072;профиль для гипсокартона;394;305;647;0;0;0;0;;
11947;пила;558;491;739;3;4;3;0;;
19222;профиль;230;218;261;0;0;0;0;;
42082;газ;537;470;631;2;2;1;0;;
51375;саморез;259;249;296;0;0;0;0;;
440704;кирпич полнотелый;1197;651;2802;36;36;0;3;;
149083;краска;1019;922;1342;0;0;0;0;;
470982;умывальник;394;331;543;0;0;0;0;;
233659;ламинат;169;134;234;0;0;0;0;;
159899;краска марта;373;295;534;0;0;0;0;;
233341;саморез кровельный;1552;1188;2224;10;12;0;2;;
239738;поддон;588;490;806;0;0;0;0;;
103851;двп;365;273;572;30;28;22;3;;
177213;обои;3807;3038;5508;15;13;0;3;;
915;клей;1616;1371;2390;7;8;3;0;;
84868;пена;7282;5577;11128;90;98;60;19;;
433463;плитка;1537;1242;2528;4;4;0;0;;
447840;фитинг;247;226;302;0;0;0;0;;
111746;краска фасадная;967;655;1704;43;49;6;4;;
369948;эмаль пф;157;141;215;0;0;0;0;;
50246;пвх панель;865;595;1421;4;5;1;2;;
217589;ламинат;2890;2250;4291;2;2;0;0;;
17110;затирка ceresit;281;204;421;3;3;1;1;;
147666;нож;1281;1034;1842;2;2;0;0;;
5761;клей;2621;2218;3661;21;26;8;1;;
421128;смеситель;630;548;807;2;2;0;0;;
83647;водосток;1287;976;2039;2;3;2;0;;
50596;труба 50;186;146;237;0;0;0;0;;
62299;коврик;454;394;706;4;4;0;0;;
36105;гипсокартон;14219;9418;20590;131;134;175;51;;
30398;пвх панель;813;550;1329;2;2;0;0;;
308960;кнауф;195;170;248;0;0;0;0;;
41971;переход;297;250;384;2;2;0;0;;
469744;болт;173;164;201;0;0;0;0;;
4995;кирпич брылино;144;85;294;5;4;3;0;;
66617;болт;627;566;779;3;3;1;0;;
41881;труба;137;125;154;0;0;0;0;;
70229;камень;294;235;419;0;0;0;0;;
133050;цемент;20923;13573;30067;3;3;1;0;;
10811;скобы для степлера;264;210;377;3;3;0;0;;
140409;двери межкомнатные;552;425;972;1;1;0;0;;
367114;блок газобетонный;420;280;665;1;1;0;0;;
448610;docke;221;177;322;0;0;0;0;;
45438;кран;161;151;191;0;0;0;0;;
233196;саморез;2852;2495;3950;15;14;13;6;;
488777;радиаторы;274;234;443;0;0;1;0;;
436148;фильтр;1688;1415;2381;33;38;2;3;;
215994;кран шаровый;267;238;325;0;0;0;0;;
159865;краска для обоев;244;191;341;0;0;0;0;;
87005;саморез;114;111;135;0;0;0;0;;
109882;сверло по керамике;453;352;668;20;20;8;3;;
1741;антисептик;318;281;446;0;0;0;0;;
93123;профиль;1008;861;1325;1;1;0;0;;
143098;эмаль пф-115;99;86;136;1;1;0;0;;
11517;профиль 60х27;238;166;322;19;18;17;9;;
53521;труба металл;183;168;227;0;0;0;0;;
74414;кирпич;1204;807;2012;47;51;6;8;;
44313;уголок;1234;1120;1448;0;0;0;0;;
40692;кран шаровый;1160;968;1560;2;2;0;0;;
42086;тэн;112;93;192;0;0;0;0;;
55895;цемент;10264;7163;15640;9;9;1;2;;
38213;газоблок;3089;1917;5084;49;48;0;1;;
72652;шланг;557;518;665;0;0;0;0;;
454936;фасадная плитка;353;228;540;1;1;0;0;;
159859;краска;510;430;770;0;0;0;0;;
448315;ручка для валика;183;169;244;0;0;0;0;;
30808;подрозетник;928;725;1336;44;47;25;33;;
70708;кров;11;4;20;0;0;0;0;;
108155;плитка для пола;389;298;636;0;0;0;0;;
52539;утеплитель;5577;4276;8740;54;60;7;2;;
283829;кирпич полнотелый;1155;612;2683;111;110;1;6;;
41974;пнд;1506;1197;2042;2;2;2;0;;
153950;смеситель для душа;133;122;223;0;0;0;0;;
132556;радиатор;133;121;181;0;0;0;0;;
109286;ткань;161;146;206;0;0;0;0;;
68501;полипропилен;117;109;135;1;1;0;1;;
188217;светильник;1746;1377;2587;5;6;7;0;;
111735;краска белая для обоев;25;3;27;0;0;0;0;;
487986;плитка тротуарная;3770;2244;6872;16;17;0;1;;
75494;пвх;703;631;826;0;0;0;0;;
256107;унитаз;221;154;315;0;0;0;0;;
40597;пп;297;265;356;0;0;3;0;;
306112;смеситель для раковины;88;76;140;0;0;0;0;;
8100;брус;2881;2008;4184;1;1;0;0;;
305518;термостат;54;46;75;0;0;0;0;;
50958;плита;524;431;652;0;0;0;0;;
172861;отвод;265;247;327;0;0;0;0;;
12075;водоэмульсионная краска;200;157;317;0;0;0;0;;
365265;ванна;134;108;199;1;2;0;0;;
28846;поревит;2293;1379;3624;58;57;0;9;;
233331;кровельный саморез;363;291;540;0;0;0;0;;
42335;теплоизоляция;1023;837;1379;1;1;0;0;;
117027;коллектор;1334;981;2072;14;16;2;0;;
50404;pinotex;654;479;1020;8;9;2;0;;
233257;саморез с прессшайбой;159;134;228;0;0;0;0;;
390772;линолеум;953;771;1430;4;4;0;0;;
350205;смеситель;394;335;483;0;0;0;0;;
74847;блоки;198;145;279;0;0;0;0;;
13567;лента;2093;1770;2800;7;8;1;0;;
27946;утеплитель для труб;535;391;823;0;0;0;0;;
478576;грунт;178;163;209;2;2;0;0;;
243822;шайба;1247;1044;1829;7;9;2;0;;
191020;угольник;503;421;705;1;2;0;0;;
40872;труба полипропиленовая;395;311;595;0;0;0;0;;
233202;самор;128;116;189;0;0;0;0;;
152903;смеситель для кухни;290;220;569;0;0;0;0;;
434689;сверло по бетону;113;97;160;0;0;0;0;;
185250;смеситель;1165;975;1651;0;0;1;0;;
57345;пила;808;706;1069;16;16;2;0;;
460398;напольная плитка;189;166;276;0;0;0;0;;
80091;отвод;238;218;299;0;0;0;0;;
58982;шланг;2084;1686;2826;8;12;0;1;;
103795;стяжка;2237;1748;3229;10;12;1;0;;
108198;плитка;1569;1233;2512;19;19;0;0;;
43841;раковина;405;366;587;10;11;0;1;;
128335;hammerite;159;127;227;1;1;1;0;;
246588;керамогранит;299;280;339;1;1;0;0;;
73239;смеситель;955;832;1175;1;1;0;0;;
40677;опора;557;508;709;2;2;0;0;;
148936;отражающая;229;169;411;6;5;4;0;;
1499;лакра;420;364;561;1;1;0;0;;
137488;плитка трот;180;107;288;0;0;0;0;;
475640;труба профильная;5046;3279;7286;4;3;2;0;;
210977;пиломатериалы;142;117;215;0;0;0;0;;
150000;угол;413;371;468;0;0;0;0;;
66993;блок;424;317;648;0;0;0;0;;
453708;черепица мягкая;12;4;15;0;0;0;0;;
24611;волма;293;234;346;0;0;0;0;;
476229;арматура;657;571;811;1;1;0;0;;
318763;кварцвинил;306;228;526;2;2;0;0;;
105613;линолеум;417;375;513;0;0;0;0;;
150065;канализация;423;342;566;2;2;2;0;;
86123;профиль;1102;946;1542;4;5;0;0;;
483952;ламинат;278;214;394;1;1;0;0;;
105893;гипсокартон;1223;1119;1543;1;1;1;0;;
50096;эмаль аэрозольная;212;164;310;0;0;0;0;;
16806;брус;444;389;518;0;0;0;0;;
118255;сайдинг;142;102;233;1;1;0;0;;
369960;эмаль пф;117;110;161;0;0;0;0;;
476304;унитаз;391;328;555;3;4;0;0;;
115144;пропитка;402;333;558;3;3;0;0;;
181807;смеситель для ванны;314;215;694;9;10;1;0;;
44291;тройник пп;104;94;123;0;0;0;0;;
314888;кронштейн;131;123;138;0;0;0;0;;
342631;панель;229;206;275;0;0;0;0;;
444136;кирпич;461;403;622;0;0;0;0;;
11787;цемент;27843;17587;40991;15;15;1;0;;
482784;эксцентрик;202;162;260;1;1;0;0;;
115591;бетоноконтакт;1212;900;1908;61;67;14;11;;
10993;затирка ceresit;163;121;259;0;0;0;0;;
105235;заглушка;139;132;162;0;0;0;0;;
55908;обои виниловые;233;150;399;0;0;0;0;;
477743;кирпич одинарный полнотелый;250;181;592;0;0;0;0;;
132749;полипропилен;716;604;961;2;2;0;0;;
443543;лестница;2236;1675;3490;15;17;3;0;;
128986;бак расширительный;260;202;554;1;1;0;0;;
129819;колесо;107;101;143;0;0;0;0;;
125135;усб;174;145;220;0;0;0;0;;
469782;болт;119;115;132;0;0;0;0;;
87005;заглушка;973;879;1137;3;4;0;0;;
449218;плитка для пола;467;350;814;1;2;0;0;;
414145;профиль;158;151;178;0;0;0;0;;
135595;диск отрезной;159;137;225;1;1;0;0;;
449473;гофра;1648;1342;2280;12;15;0;0;;
463669;пвх панель;57;42;93;1;1;0;0;;
19021;мдф;2077;1619;2828;11;15;2;3;;
452756;технониколь;1014;855;1304;3;3;1;2;;
63026;переход;111;95;131;0;0;0;0;;
7536;болт анкерный;259;213;372;2;3;0;0;;
43883;штуцер;163;141;201;0;0;0;0;;
109783;сверло по бетону;223;184;329;0;0;0;0;;
59620;американка;103;93;122;0;0;0;0;;
76558;сайдинг виниловый;288;169;560;8;9;0;2;;
37283;минвата;757;532;1415;26;29;0;3;;
447681;доска;12972;8856;19915;90;93;36;20;;
48863;профиль;1067;897;1465;4;6;11;2;;
246998;теплоизоляция;1361;1113;1834;1;2;1;0;;
27946;воздуховод;276;248;329;0;0;0;0;;
44848;тройник;1551;1373;1911;2;1;0;0;;
43558;труба канализационная;2368;1754;3488;6;10;3;2;;
42782;водорозетка;169;148;228;0;0;0;0;;
103329;пила;736;647;997;1;1;0;0;;
18666;клейкая лента;218;179;315;1;2;3;1;;
113920;коронка;2582;1974;3957;12;16;3;2;;
18259;лестница;2249;1680;3514;17;18;1;1;;
129766;шланг;255;245;293;0;0;0;0;;
62828;саморез;3842;3301;5229;5;6;5;2;;
14833;краска масляная;148;125;226;1;2;0;0;;
475789;гвозди;2257;1814;3102;12;14;3;4;;
64854;смеситель;269;229;298;0;0;0;0;;
268081;мастер флеш;79;57;132;8;6;0;0;;
148606;ванная;415;331;698;0;0;0;0;;
14849;краска по металлу;933;741;1453;15;14;1;0;;
108235;кафельная плитка;162;126;317;0;0;0;0;;
102655;линолеум;2363;1887;3576;13;13;2;0;;
141487;пропитка;573;472;824;2;2;0;0;;
132735;ключ;142;139;157;0;0;0;0;;
129863;ламинат;588;408;1097;8;13;7;9;;
131096;плитка фасадная;98;64;122;1;1;0;0;;
55869;краска белая;739;537;1259;3;3;0;0;;
33113;водостоки;235;157;374;2;1;7;0;;
41153;насос;210;167;291;0;0;0;0;;
67997;дсп;5267;3458;7837;25;25;1;4;;
464118;ламинат;223;187;361;1;1;0;0;;
446275;утеплитель технониколь;230;138;433;2;2;0;0;;
56473;канализация;767;616;1076;3;3;5;0;;
61408;фасад;100;94;145;0;0;0;0;;
23712;церезит;607;496;792;0;0;0;0;;
473260;краска;186;165;230;1;1;0;0;;
69439;дюпель гвоздь;101;79;142;0;0;0;0;;
258072;цемент;54;52;65;0;0;0;0;;
443450;ресанта;351;253;437;1;1;0;0;;
59820;саморезы;717;666;954;4;4;5;0;;
7043;кладочная;157;130;221;0;0;0;0;;
59615;американка;259;224;327;0;0;0;0;;
140553;шлиф;146;131;200;0;0;0;0;;
77640;кран пнд;145;108;201;6;7;0;1;;
128112;плитка напольная;788;673;1072;0;0;0;0;;
41871;пнд труба;491;379;720;0;0;1;0;;
484582;саморезы;189;179;279;0;0;0;0;;
41161;муфта;1228;1095;1520;4;3;0;0;;
54435;штукатурка;5514;3929;8548;5;8;0;2;;
5527;линолеум;6574;4718;11186;31;33;2;5;;
5882;фанера 4 мм;185;144;272;0;0;0;0;;
61212;обжим;123;116;139;0;0;0;0;;
37887;лен;365;319;458;0;0;0;0;;
247005;теплоизоляция;1102;929;1489;0;0;0;0;;
77737;миксер;1914;1404;3244;48;48;0;1;;
10729;круг;221;202;268;1;1;0;0;;
12014;osb;11471;6999;15404;219;237;151;92;;
1886;профиль для гкл;167;120;240;0;0;6;0;;
907;вентилятор вытяжной;163;74;321;6;6;0;0;;
252955;штанга;72;70;77;0;0;0;0;;
474822;керамогранит;671;538;924;3;3;0;0;;
474047;расширительный бак;455;303;887;2;2;0;0;;
33117;водосток;1337;1029;2099;3;3;1;0;;
127618;пвх;192;182;213;0;0;0;0;;
320532;раковина;377;328;523;2;2;0;0;;
187061;краска;682;591;948;3;3;0;0;;
61587;плинтус пвх;345;253;524;1;1;0;0;;
5570;гипсокартон;307;274;363;0;0;0;0;;
71741;пнд;211;193;266;0;0;0;0;;
462993;тёплый пол;1355;915;2117;10;14;5;7;;
181807;смеситель;238;194;341;3;3;0;0;;
108912;ванна;2020;1511;3521;0;0;1;0;;
52109;кран шаровый;74;67;94;0;0;0;0;;
454930;технониколь;3273;2619;4319;1;1;0;0;;
492845;дсп;4288;2853;6238;1;1;0;0;;
105238;плинтус;109;103;122;0;0;0;0;;
1564;сетка;9816;7225;14856;86;82;10;5;;
379275;смеситель;266;228;363;0;0;0;0;;
252851;плита;166;132;188;0;0;0;0;;
10505;панель;200;168;252;0;0;0;0;;
52717;сифон;2498;1778;4008;25;26;0;0;;
55774;керамзит;6568;4217;9833;2;2;0;0;;
488695;радиатор;1881;1442;2895;3;2;0;0;;
91261;профиль стыкоперекрывающий;221;170;381;0;0;1;0;;
6968;лист;142;134;152;0;0;0;0;;
471466;кабель;1353;1136;1843;3;3;0;0;;
479796;водонагреватель;2405;1690;4147;6;6;1;0;;
247610;плитка керамическая;152;126;215;1;1;0;0;;
111734;краска белая;442;294;738;8;5;1;2;;
62947;провод;249;226;315;1;1;0;0;;
159910;валики;297;232;498;1;1;0;0;;
471452;светильник;1063;868;1426;1;1;0;0;;
158786;мягкая черепица;286;199;533;1;1;1;0;;
40582;пп тройник;163;136;204;0;0;0;0;;
115143;пропитка;937;736;1372;2;3;2;0;;
58350;дюпель;206;168;269;0;0;0;0;;
11818;петля;1401;1084;2079;4;5;0;0;;
6198;камни;126;112;138;0;0;0;0;;
70250;кварцвинил;335;253;560;1;1;0;0;;
16866;профиль;390;362;497;4;4;0;0;;
50249;саморез;1178;1046;1540;4;5;0;0;;
87680;мдф;2073;1620;2852;0;0;0;0;;
41507;хомут;2398;2029;3138;14;15;6;5;;
40596;полипропилен;643;524;864;3;3;3;0;;
482007;защитный кожух;11;4;11;0;0;0;0;;
50840;штукатурка;812;606;1270;0;0;0;0;;
309562;ламинат;298;279;382;0;0;0;0;;
80600;леска для триммера;121;96;167;6;7;0;0;;
124208;обои под покраску;1118;698;2345;5;5;0;0;;
12411;стеновые панели;215;160;320;0;0;0;0;;
464125;каркас;251;197;322;1;1;1;0;;
55768;пиломатериал;171;145;225;0;0;0;0;;
84214;кран шаровый;1027;846;1413;3;4;2;0;;
359034;краска по металлу;437;344;670;0;0;0;0;;
50835;клей пена;301;242;491;0;0;0;0;;
176260;узо;508;406;782;0;0;0;0;;
